ORDERDATE,SALES,QUANTITYORDERED,COUNTRY,PRODUCTLINE,PRICEEACH,ADDRESSLINE1,CITY,STATE,CUSTOMERNAME,POSTALCODE,PHONE,TOTAL_REVENUE
5/11/2004 0:00,1869.48,36,USA,Vintage Cars,51.93,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,1869.48
10/15/2004 0:00,2051.08,47,USA,Vintage Cars,43.64,3758 North Pendale Street,White Plains,NY,Mini Classics,24067,9145554562,2051.08
11/1/2004 0:00,1617.38,34,UK,Vintage Cars,47.57,Garden House Crowther Way,Cowes,Isle of Wight,giftsbymail.co.uk,PO31 7PJ,(198) 555-8888,1617.38
12/4/2004 0:00,3288.4,40,USA,Vintage Cars,82.21,2440 Pompton St.,Glendale,CT,Gift Ideas Corp.,97561,2035554407,3288.3999999999996
12/17/2004 0:00,2725.47,33,Australia,Vintage Cars,82.59,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,2725.4700000000003
3/3/2005 0:00,3211.38,27,USA,Vintage Cars,100,1785 First Street,New Bedford,MA,FunGiftIdeas.com,50553,5085552555,2700
4/3/2005 0:00,1979.6,56,USA,Vintage Cars,35.35,7476 Moss Rd.,Newark,NJ,Tekni Collectables Inc.,94019,2015559350,1979.6000000000001
4/4/2003 0:00,2843.91,27,USA,Trucks and Buses,100,5905 Pompton St.,NYC,NY,Classic Legends Inc.,10022,2125558493,2700
6/3/2003 0:00,6176.42,46,USA,Trucks and Buses,100,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,4600
11/25/2003 0:00,5161.17,49,USA,Trucks and Buses,100,3758 North Pendale Street,White Plains,NY,Mini Classics,24067,9145554562,4900
12/9/2003 0:00,2657.76,28,USA,Trucks and Buses,94.92,6251 Ingle Ln.,Boston,MA,Diecast Collectables,51003,6175552555,2657.76
7/20/2004 0:00,3345.26,34,USA,Trucks and Buses,98.39,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3345.26
8/20/2004 0:00,4310.72,38,USA,Trucks and Buses,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3800
9/8/2004 0:00,4983.14,41,USA,Trucks and Buses,100,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,4100
10/13/2004 0:00,4618.32,42,USA,Trucks and Buses,100,39323 Spinnaker Dr.,Cambridge,MA,Marta's Replicas Co.,51247,6175558555,4200
1/23/2005 0:00,2714.4,48,USA,Trucks and Buses,56.55,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2714.3999999999996
6/3/2003 0:00,3179.52,46,USA,Trains,69.12,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,3179.5200000000004
8/8/2003 0:00,2091.18,42,USA,Trains,49.79,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2091.18
11/14/2003 0:00,972.4,20,USA,Trains,48.62,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,972.4
11/26/2003 0:00,2856.14,46,USA,Trains,62.09,567 North Pendale Street,New Haven,CT,Super Scale Inc.,97823,2035559545,2856.1400000000003
7/20/2004 0:00,2443.26,43,USA,Trains,56.82,7586 Pompton St.,Allentown,PA,Diecast Classics Inc.,70267,2155551555,2443.26
8/20/2004 0:00,2470.86,37,USA,Trains,66.78,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2470.86
9/8/2004 0:00,1927.45,35,USA,Trains,55.07,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,1927.45
11/21/2004 0:00,2296.77,21,USA,Trains,100,5905 Pompton St.,NYC,NY,Classic Legends Inc.,10022,2125558493,2100
1/26/2005 0:00,1405.92,24,Japan,Trains,58.58,2-2-8 Roppongi,Minato-ku,Tokyo,"Tokyo Collectables, Ltd",106-0032,+81 3 3584 0555,1405.92
5/5/2005 0:00,3256.35,51,USA,Trains,63.85,25593 South Bay Ln.,Bridgewater,CT,Gift Depot Inc.,97562,2035552570,3256.35
7/2/2003 0:00,4224,44,USA,Motorcycles,96,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,4224
8/25/2003 0:00,3091.68,38,USA,Motorcycles,81.36,78934 Hillside Dr.,Pasadena,CA,Toys4GrownUps.com,90003,6265557265,3091.68
11/4/2003 0:00,3866.4,48,Australia,Motorcycles,80.55,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,3866.3999999999996
4/5/2004 0:00,1366.8,20,USA,Motorcycles,68.34,2678 Kingston Rd.,NYC,NY,Vitachrome Inc.,10022,2125551500,1366.8000000000002
6/30/2004 0:00,4206.5,47,USA,Motorcycles,89.5,8616 Spinnaker Dr.,Boston,MA,Gifts4AllAges.com,51003,6175559555,4206.5
8/2/2004 0:00,1486.38,21,USA,Motorcycles,70.78,7635 Spinnaker Dr.,Brickhaven,MA,Online Mini Collectables,58339,6175557555,1486.38
8/27/2004 0:00,3077.88,39,USA,Motorcycles,78.92,39323 Spinnaker Dr.,Cambridge,MA,Marta's Replicas Co.,51247,6175558555,3077.88
11/3/2004 0:00,3478.05,45,USA,Motorcycles,77.29,5290 North Pendale Street,NYC,NY,Microscale Inc.,10022,2125551957,3478.05
11/17/2004 0:00,3657.8,20,USA,Motorcycles,100,11328 Douglas Av.,Philadelphia,PA,Motor Mint Distributors Inc.,71270,2155559857,2000
1/7/2005 0:00,4984.32,44,USA,Motorcycles,100,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,4400
3/4/2005 0:00,3491.18,22,USA,Motorcycles,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2200
8/8/2003 0:00,2624,41,USA,Ships,64,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2624
11/14/2003 0:00,1134,21,USA,Ships,54,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,1134
2/19/2004 0:00,1942.77,31,USA,Ships,62.67,361 Furth Circle,San Diego,CA,Collectable Mini Designs Co.,91217,7605558146,1942.77
3/29/2004 0:00,2544.12,36,USA,Ships,70.67,7476 Moss Rd.,Newark,NJ,Tekni Collectables Inc.,94019,2015559350,2544.12
5/7/2004 0:00,2568.24,36,USA,Ships,71.34,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,2568.2400000000002
6/17/2004 0:00,2108,34,Canada,Ships,62,43 rue St. Laurent,Montreal,Quebec,Quebec Home Shopping Network,H1J 1C3,(514) 555-8054,2108
8/20/2004 0:00,3540.15,45,Canada,Ships,78.67,23 Tsawassen Blvd.,Tsawassen,BC,"Royal Canadian Collectables, Ltd.",T2F 8M4,(604) 555-4555,3540.15
9/10/2004 0:00,1958.84,26,USA,Ships,75.34,8616 Spinnaker Dr.,Boston,MA,Gifts4AllAges.com,51003,6175559555,1958.8400000000001
11/23/2004 0:00,2816.44,22,Japan,Ships,100,2-2-8 Roppongi,Minato-ku,Tokyo,"Tokyo Collectables, Ltd",106-0032,+81 3 3584 0555,2200
2/28/2005 0:00,1933.5,25,USA,Ships,77.34,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,1933.5
3/23/2005 0:00,2600.13,39,USA,Ships,66.67,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2600.13
5/6/2005 0:00,2639.58,37,USA,Ships,71.34,8616 Spinnaker Dr.,Boston,MA,Gifts4AllAges.com,51003,6175559555,2639.58
4/29/2003 0:00,3863.87,47,Australia,Planes,82.21,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,3863.87
8/10/2003 0:00,3945.96,36,USA,Planes,100,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,3600
10/28/2003 0:00,2762.2,28,USA,Planes,98.65,9408 Furth Circle,Burlingame,CA,Technics Stores Inc.,94217,6505556809,2762.2000000000003
12/1/2003 0:00,3989.76,48,USA,Planes,83.12,3675 Furth Circle,Burbank,CA,West Coast Collectables Co.,94019,3105553722,3989.76
1/12/2004 0:00,1649.55,21,Japan,Planes,78.55,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,Osaka Souveniers Co.,530-0003,+81 06 6342 5555,1649.55
2/20/2004 0:00,2534.75,25,Australia,Planes,100,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,2500
4/2/2004 0:00,2580.25,25,Canada,Planes,100,23 Tsawassen Blvd.,Tsawassen,BC,"Royal Canadian Collectables, Ltd.",T2F 8M4,(604) 555-4555,2500
5/11/2004 0:00,2831.54,31,USA,Planes,91.34,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,2831.54
10/15/2004 0:00,2224.95,21,USA,Planes,100,3758 North Pendale Street,White Plains,NY,Mini Classics,24067,9145554562,2100
11/1/2004 0:00,2795.14,34,UK,Planes,82.21,Garden House Crowther Way,Cowes,Isle of Wight,giftsbymail.co.uk,PO31 7PJ,(198) 555-8888,2795.14
12/4/2004 0:00,5043.87,39,USA,Planes,100,2440 Pompton St.,Glendale,CT,Gift Ideas Corp.,97561,2035554407,3900
12/17/2004 0:00,1210.8,20,Australia,Planes,60.54,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,1210.8
3/3/2005 0:00,10066.6,46,USA,Planes,100,1785 First Street,New Bedford,MA,FunGiftIdeas.com,50553,5085552555,4600
4/3/2005 0:00,1135.31,11,USA,Planes,100,7476 Moss Rd.,Newark,NJ,Tekni Collectables Inc.,94019,2015559350,1100
8/8/2003 0:00,3612.43,43,USA,Ships,84.01,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3612.4300000000003
10/21/2003 0:00,3013.97,29,USA,Ships,100,1785 First Street,New Bedford,MA,FunGiftIdeas.com,50553,5085552555,2900
11/14/2003 0:00,2832,30,USA,Ships,94.4,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,2832
11/26/2003 0:00,4720,50,USA,Ships,94.4,567 North Pendale Street,New Haven,CT,Super Scale Inc.,97823,2035559545,4720
3/20/2004 0:00,2296.84,26,UK,Ships,88.34,Garden House Crowther Way,Cowes,Isle of Wight,giftsbymail.co.uk,PO31 7PJ,(198) 555-8888,2296.84
5/7/2004 0:00,4157.2,40,USA,Ships,100,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,4000
8/20/2004 0:00,3724.23,43,USA,Ships,86.61,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3724.23
11/21/2004 0:00,2530.8,36,USA,Ships,70.3,5905 Pompton St.,NYC,NY,Classic Legends Inc.,10022,2125558493,2530.7999999999997
1/26/2005 0:00,4496.8,44,Japan,Ships,100,2-2-8 Roppongi,Minato-ku,Tokyo,"Tokyo Collectables, Ltd",106-0032,+81 3 3584 0555,4400
5/6/2005 0:00,3533.62,34,USA,Ships,100,8616 Spinnaker Dr.,Boston,MA,Gifts4AllAges.com,51003,6175559555,3400
6/16/2003 0:00,1891.78,22,USA,Ships,85.99,2440 Pompton St.,Glendale,CT,Gift Ideas Corp.,97561,2035554407,1891.78
8/10/2003 0:00,2612.48,26,USA,Ships,100,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,2600
2/19/2004 0:00,2659.54,26,USA,Ships,100,361 Furth Circle,San Diego,CA,Collectable Mini Designs Co.,91217,7605558146,2600
5/8/2004 0:00,3838,40,USA,Ships,95.95,4658 Baden Av.,Cambridge,MA,Cambridge Collectables Co.,51247,6175555555,3838
7/21/2004 0:00,2172.48,24,USA,Ships,90.52,7825 Douglas Av.,Brickhaven,MA,Collectables For Less Inc.,58339,6175558555,2172.48
8/20/2004 0:00,1882.8,20,Canada,Ships,94.14,23 Tsawassen Blvd.,Tsawassen,BC,"Royal Canadian Collectables, Ltd.",T2F 8M4,(604) 555-4555,1882.8
10/14/2004 0:00,3323.84,34,USA,Ships,97.76,782 First Street,Philadelphia,PA,"Classic Gift Ideas, Inc",71270,2155554695,3323.84
11/1/2004 0:00,4195.8,45,UK,Ships,93.24,Garden House Crowther Way,Cowes,Isle of Wight,giftsbymail.co.uk,PO31 7PJ,(198) 555-8888,4195.8
11/23/2004 0:00,3918.75,55,Japan,Ships,71.25,2-2-8 Roppongi,Minato-ku,Tokyo,"Tokyo Collectables, Ltd",106-0032,+81 3 3584 0555,3918.75
12/3/2004 0:00,2352.67,23,USA,Ships,100,16780 Pompton St.,Brickhaven,MA,Auto-Moto Classics Inc.,58339,6175558428,2300
12/17/2004 0:00,1089.36,24,Australia,Ships,45.39,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,1089.3600000000001
4/1/2005 0:00,4038.8,46,USA,Ships,87.8,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,4038.7999999999997
5/9/2005 0:00,3070.4,32,Australia,Ships,95.95,7 Allen Street,Glen Waverly,Victoria,"Australian Collectables, Ltd",3150,61-9-3844-6555,3070.4
4/29/2003 0:00,2584.8,24,Australia,Planes,100,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,2400
6/16/2003 0:00,4427.6,40,USA,Planes,100,2440 Pompton St.,Glendale,CT,Gift Ideas Corp.,97561,2035554407,4000
8/10/2003 0:00,2152.02,26,USA,Planes,82.77,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,2152.02
10/28/2003 0:00,3431.39,31,USA,Planes,100,9408 Furth Circle,Burlingame,CA,Technics Stores Inc.,94217,6505556809,3100
1/12/2004 0:00,2592.72,26,Japan,Planes,99.72,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,Osaka Souveniers Co.,530-0003,+81 06 6342 5555,2592.72
2/19/2004 0:00,3246.75,37,USA,Planes,87.75,361 Furth Circle,San Diego,CA,Collectable Mini Designs Co.,91217,7605558146,3246.75
4/2/2004 0:00,3372.5,38,Canada,Planes,88.75,23 Tsawassen Blvd.,Tsawassen,BC,"Royal Canadian Collectables, Ltd.",T2F 8M4,(604) 555-4555,3372.5
5/11/2004 0:00,3909.15,35,USA,Planes,100,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,3500
10/15/2004 0:00,3106.25,35,USA,Planes,88.75,3758 North Pendale Street,White Plains,NY,Mini Classics,24067,9145554562,3106.25
11/1/2004 0:00,2706.41,23,UK,Planes,100,Garden House Crowther Way,Cowes,Isle of Wight,giftsbymail.co.uk,PO31 7PJ,(198) 555-8888,2300
12/3/2004 0:00,4935.28,49,USA,Planes,100,16780 Pompton St.,Brickhaven,MA,Auto-Moto Classics Inc.,58339,6175558428,4900
12/17/2004 0:00,2754.7,26,Australia,Planes,100,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,2600
4/3/2005 0:00,7543.75,85,USA,Planes,88.75,7476 Moss Rd.,Newark,NJ,Tekni Collectables Inc.,94019,2015559350,7543.75
8/10/2003 0:00,2643.99,31,USA,Ships,85.29,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,2643.9900000000002
10/2/2003 0:00,2315.88,36,USA,Ships,64.33,4097 Douglas Av.,Glendale,CA,Boards & Toys Co.,92561,3105552373,2315.88
11/14/2003 0:00,2254.98,39,USA,Ships,57.82,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,2254.98
2/19/2004 0:00,2914.2,36,USA,Ships,80.95,361 Furth Circle,San Diego,CA,Collectable Mini Designs Co.,91217,7605558146,2914.2000000000003
3/29/2004 0:00,2389.6,29,USA,Ships,82.4,7476 Moss Rd.,Newark,NJ,Tekni Collectables Inc.,94019,2015559350,2389.6000000000004
5/7/2004 0:00,2428.48,32,USA,Ships,75.89,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,2428.48
6/17/2004 0:00,3021.48,44,Canada,Ships,68.67,43 rue St. Laurent,Montreal,Quebec,Quebec Home Shopping Network,H1J 1C3,(514) 555-8054,3021.48
8/20/2004 0:00,3091.19,47,Canada,Ships,65.77,23 Tsawassen Blvd.,Tsawassen,BC,"Royal Canadian Collectables, Ltd.",T2F 8M4,(604) 555-4555,3091.1899999999996
9/10/2004 0:00,2576.2,44,USA,Ships,58.55,8616 Spinnaker Dr.,Boston,MA,Gifts4AllAges.com,51003,6175559555,2576.2
11/1/2004 0:00,3573.6,48,UK,Ships,74.45,Garden House Crowther Way,Cowes,Isle of Wight,giftsbymail.co.uk,PO31 7PJ,(198) 555-8888,3573.6000000000004
11/23/2004 0:00,3717.5,50,Japan,Ships,74.35,2-2-8 Roppongi,Minato-ku,Tokyo,"Tokyo Collectables, Ltd",106-0032,+81 3 3584 0555,3717.4999999999995
5/6/2005 0:00,2352.59,31,USA,Ships,75.89,8616 Spinnaker Dr.,Boston,MA,Gifts4AllAges.com,51003,6175559555,2352.59
7/24/2003 0:00,4114.8,36,USA,Classic Cars,100,9408 Furth Circle,Burlingame,CA,Technics Stores Inc.,94217,6505556809,3600
11/13/2003 0:00,2000.77,23,USA,Classic Cars,86.99,782 First Street,Philadelphia,PA,"Classic Gift Ideas, Inc",71270,2155554695,2000.77
12/5/2003 0:00,3871.89,33,Canada,Classic Cars,100,1900 Oak St.,Vancouver,BC,Canadian Gift Exchange Network,V3F 2K1,(604) 555-3392,3300
3/11/2004 0:00,5614,50,USA,Classic Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,5000
5/4/2004 0:00,4628.8,44,USA,Classic Cars,100,567 North Pendale Street,New Haven,CT,Super Scale Inc.,97823,2035559545,4400
6/15/2004 0:00,3641.4,45,Japan,Classic Cars,80.92,2-2-8 Roppongi,Minato-ku,Tokyo,"Tokyo Collectables, Ltd",106-0032,+81 3 3584 0555,3641.4
7/19/2004 0:00,4048,46,Australia,Classic Cars,88,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,4048
8/19/2004 0:00,2321.46,27,USA,Classic Cars,85.98,7586 Pompton St.,Allentown,PA,Diecast Classics Inc.,70267,2155551555,2321.46
10/22/2004 0:00,2973.9,30,Canada,Classic Cars,99.13,1900 Oak St.,Vancouver,BC,Canadian Gift Exchange Network,V3F 2K1,(604) 555-3392,2973.8999999999996
11/5/2004 0:00,4248.3,34,USA,Classic Cars,100,2678 Kingston Rd.,NYC,NY,Vitachrome Inc.,10022,2125551500,3400
1/23/2005 0:00,4301.34,34,USA,Classic Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3400
2/17/2005 0:00,1864.56,34,USA,Classic Cars,54.84,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,1864.5600000000002
5/1/2005 0:00,3576.8,34,Canada,Classic Cars,100,43 rue St. Laurent,Montreal,Quebec,Quebec Home Shopping Network,H1J 1C3,(514) 555-8054,3400
4/29/2003 0:00,3417.12,24,Australia,Planes,100,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,2400
8/25/2003 0:00,2752.6,20,USA,Planes,100,78934 Hillside Dr.,Pasadena,CA,Toys4GrownUps.com,90003,6265557265,2000
10/28/2003 0:00,4527.72,36,USA,Planes,100,9408 Furth Circle,Burlingame,CA,Technics Stores Inc.,94217,6505556809,3600
1/12/2004 0:00,2818,25,Japan,Planes,100,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,Osaka Souveniers Co.,530-0003,+81 06 6342 5555,2500
2/20/2004 0:00,3199.86,29,Australia,Planes,100,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,2900
4/2/2004 0:00,2402.75,25,Canada,Planes,96.11,23 Tsawassen Blvd.,Tsawassen,BC,"Royal Canadian Collectables, Ltd.",T2F 8M4,(604) 555-4555,2402.75
5/11/2004 0:00,6055.72,44,USA,Planes,100,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,4400
6/28/2004 0:00,5465.16,47,USA,Planes,100,25593 South Bay Ln.,Bridgewater,CT,Gift Depot Inc.,97562,2035552570,4700
8/27/2004 0:00,5392.8,45,USA,Planes,100,39323 Spinnaker Dr.,Cambridge,MA,Marta's Replicas Co.,51247,6175558555,4500
10/15/2004 0:00,4009.23,31,USA,Planes,100,3758 North Pendale Street,White Plains,NY,Mini Classics,24067,9145554562,3100
11/2/2004 0:00,7119,50,USA,Planes,100,7586 Pompton St.,Allentown,PA,Diecast Classics Inc.,70267,2155551555,5000
12/4/2004 0:00,3302.4,48,USA,Planes,68.8,2440 Pompton St.,Glendale,CT,Gift Ideas Corp.,97561,2035554407,3302.3999999999996
12/17/2004 0:00,3186.48,44,Australia,Planes,72.42,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,3186.48
3/3/2005 0:00,7154.5,50,USA,Planes,100,1785 First Street,New Bedford,MA,FunGiftIdeas.com,50553,5085552555,5000
4/3/2005 0:00,2018.31,21,USA,Planes,96.11,7476 Moss Rd.,Newark,NJ,Tekni Collectables Inc.,94019,2015559350,2018.31
4/29/2003 0:00,3268,43,Australia,Planes,76,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,3268
8/10/2003 0:00,2688,28,USA,Planes,96,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,2688
10/28/2003 0:00,4608,48,USA,Planes,96,9408 Furth Circle,Burlingame,CA,Technics Stores Inc.,94217,6505556809,4608
12/1/2003 0:00,3131.2,38,USA,Planes,82.4,3675 Furth Circle,Burbank,CA,West Coast Collectables Co.,94019,3105553722,3131.2000000000003
1/12/2004 0:00,2678.4,31,Japan,Planes,86.4,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,Osaka Souveniers Co.,530-0003,+81 06 6342 5555,2678.4
2/20/2004 0:00,1747.2,26,Australia,Planes,67.2,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,1747.2
4/2/2004 0:00,2944,32,Canada,Planes,92,23 Tsawassen Blvd.,Tsawassen,BC,"Royal Canadian Collectables, Ltd.",T2F 8M4,(604) 555-4555,2944
5/11/2004 0:00,2956.8,44,USA,Planes,67.2,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,2956.8
10/15/2004 0:00,1831.2,21,USA,Planes,87.2,3758 North Pendale Street,White Plains,NY,Mini Classics,24067,9145554562,1831.2
11/1/2004 0:00,3609.6,48,UK,Planes,75.2,Garden House Crowther Way,Cowes,Isle of Wight,giftsbymail.co.uk,PO31 7PJ,(198) 555-8888,3609.6000000000004
12/4/2004 0:00,3523.85,43,USA,Planes,81.95,2440 Pompton St.,Glendale,CT,Gift Ideas Corp.,97561,2035554407,3523.85
12/17/2004 0:00,5001.92,44,Australia,Planes,100,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,4400
4/3/2005 0:00,7084,77,USA,Planes,92,7476 Moss Rd.,Newark,NJ,Tekni Collectables Inc.,94019,2015559350,7084
8/8/2003 0:00,2334.99,21,USA,Ships,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2100
11/14/2003 0:00,3891.66,37,USA,Ships,100,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,3700
2/19/2004 0:00,4187.22,38,USA,Ships,100,361 Furth Circle,San Diego,CA,Collectable Mini Designs Co.,91217,7605558146,3800
3/20/2004 0:00,4615.68,48,UK,Ships,96.16,Garden House Crowther Way,Cowes,Isle of Wight,giftsbymail.co.uk,PO31 7PJ,(198) 555-8888,4615.68
5/7/2004 0:00,3245.4,30,USA,Ships,100,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,3000
6/17/2004 0:00,2203.75,25,Canada,Ships,88.15,43 rue St. Laurent,Montreal,Quebec,Quebec Home Shopping Network,H1J 1C3,(514) 555-8054,2203.75
8/20/2004 0:00,1939.3,22,Canada,Ships,88.15,23 Tsawassen Blvd.,Tsawassen,BC,"Royal Canadian Collectables, Ltd.",T2F 8M4,(604) 555-4555,1939.3000000000002
9/10/2004 0:00,3473.78,34,USA,Ships,100,8616 Spinnaker Dr.,Boston,MA,Gifts4AllAges.com,51003,6175559555,3400
11/21/2004 0:00,2770.78,31,USA,Ships,89.38,5905 Pompton St.,NYC,NY,Classic Legends Inc.,10022,2125558493,2770.7799999999997
5/6/2005 0:00,3029.04,28,USA,Ships,100,8616 Spinnaker Dr.,Boston,MA,Gifts4AllAges.com,51003,6175559555,2800
8/8/2003 0:00,3245.58,38,USA,Ships,85.41,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3245.58
11/14/2003 0:00,1747.9,22,USA,Ships,79.45,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,1747.9
2/19/2004 0:00,2955.54,31,USA,Ships,95.34,361 Furth Circle,San Diego,CA,Collectable Mini Designs Co.,91217,7605558146,2955.54
3/20/2004 0:00,2885.05,35,UK,Ships,82.43,Garden House Crowther Way,Cowes,Isle of Wight,giftsbymail.co.uk,PO31 7PJ,(198) 555-8888,2885.05
5/7/2004 0:00,3162.95,35,USA,Ships,90.37,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,3162.9500000000003
6/17/2004 0:00,4071.5,50,Canada,Ships,81.43,43 rue St. Laurent,Montreal,Quebec,Quebec Home Shopping Network,H1J 1C3,(514) 555-8054,4071.5000000000005
8/20/2004 0:00,3396.44,38,Canada,Ships,89.38,23 Tsawassen Blvd.,Tsawassen,BC,"Royal Canadian Collectables, Ltd.",T2F 8M4,(604) 555-4555,3396.4399999999996
9/10/2004 0:00,4692.6,45,USA,Ships,100,7635 Spinnaker Dr.,Brickhaven,MA,Online Mini Collectables,58339,6175557555,4500
11/21/2004 0:00,2588.04,36,USA,Ships,71.89,5905 Pompton St.,NYC,NY,Classic Legends Inc.,10022,2125558493,2588.04
5/6/2005 0:00,2439.99,27,USA,Ships,90.37,8616 Spinnaker Dr.,Boston,MA,Gifts4AllAges.com,51003,6175559555,2439.9900000000002
6/16/2003 0:00,2213.38,26,USA,Planes,85.13,2440 Pompton St.,Glendale,CT,Gift Ideas Corp.,97561,2035554407,2213.38
8/10/2003 0:00,2919.58,34,USA,Planes,85.87,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,2919.58
10/28/2003 0:00,3233.49,39,USA,Planes,82.91,9408 Furth Circle,Burlingame,CA,Technics Stores Inc.,94217,6505556809,3233.49
1/12/2004 0:00,2953.86,42,Japan,Planes,70.33,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,Osaka Souveniers Co.,530-0003,+81 06 6342 5555,2953.86
2/19/2004 0:00,3183.29,43,USA,Planes,74.03,361 Furth Circle,San Diego,CA,Collectable Mini Designs Co.,91217,7605558146,3183.29
